dataset,dataset_label,model,learning_progress,mcc_mean,mcc_std,n_seeds,available_trajectories
pgp_broccatelli,Pgp,MolFormer,28.84297520661157,0.6391650188796758,0.028638256900840563,19,19
pgp_broccatelli,Pgp,MolFormer,30.49586776859504,0.6415051964555997,0.029417945774325896,19,19
pgp_broccatelli,Pgp,MolFormer,32.14876033057851,0.6429945722446201,0.0315114743464731,19,19
pgp_broccatelli,Pgp,MolFormer,33.80165289256198,0.6449604323823863,0.029859659448247686,19,19
pgp_broccatelli,Pgp,MolFormer,35.45454545454545,0.6458423114775379,0.03178757505813809,19,19
pgp_broccatelli,Pgp,MolFormer,37.107438016528924,0.64592894568507,0.027935470600918288,19,19
pgp_broccatelli,Pgp,MolFormer,38.760330578512395,0.6505949644723975,0.02933928181020998,19,19
pgp_broccatelli,Pgp,MolFormer,40.413223140495866,0.6497233994041158,0.027342124387630125,19,19
pgp_broccatelli,Pgp,MolFormer,42.06611570247934,0.6498728526389437,0.026108489373495334,19,19
pgp_broccatelli,Pgp,MolFormer,43.71900826446281,0.6479384050797564,0.027737614344434638,19,19
pgp_broccatelli,Pgp,MolFormer,45.37190082644628,0.647505672699153,0.03331097610694092,19,19
pgp_broccatelli,Pgp,MolFormer,47.02479338842975,0.6489230150070978,0.0318444535484451,19,19
pgp_broccatelli,Pgp,MolFormer,48.67768595041322,0.6498458357105645,0.03110596226209611,19,19
pgp_broccatelli,Pgp,MolFormer,50.33057851239669,0.6463753300736587,0.033279927754133604,19,19
pgp_broccatelli,Pgp,MolFormer,51.98347107438016,0.6493510526229315,0.030330764978588644,19,19
pgp_broccatelli,Pgp,MolFormer,53.63636363636363,0.6493189040734125,0.033475381830964615,19,19
pgp_broccatelli,Pgp,MolFormer,55.289256198347104,0.6463793389538774,0.029003433458595546,19,19
pgp_broccatelli,Pgp,MolFormer,56.94214876033058,0.6497078960853597,0.0288638021196562,19,19
pgp_broccatelli,Pgp,MolFormer,58.59504132231405,0.6447784911590528,0.02530025179235361,19,19
pgp_broccatelli,Pgp,MolFormer,60.247933884297524,0.6461094838747811,0.02981855011711307,19,19
pgp_broccatelli,Pgp,MolFormer,61.900826446280995,0.6472997777697532,0.028743563830783084,19,19
pgp_broccatelli,Pgp,MolFormer,63.553719008264466,0.6472477343587928,0.02895596032326264,19,19
pgp_broccatelli,Pgp,MolFormer,65.20661157024793,0.6427672088592397,0.031983958576609045,19,19
pgp_broccatelli,Pgp,MolFormer,66.85950413223141,0.6466482285354591,0.028195283161287277,19,19
pgp_broccatelli,Pgp,MolFormer,68.51239669421487,0.6438213718032691,0.028240103118198814,19,19
pgp_broccatelli,Pgp,MolFormer,70.16528925619835,0.644563107321983,0.026684004646759275,19,19
pgp_broccatelli,Pgp,MolFormer,71.81818181818181,0.6436928504462991,0.028042730179878586,19,19
pgp_broccatelli,Pgp,MolFormer,73.47107438016529,0.6446979881034497,0.03405993799402366,19,19
pgp_broccatelli,Pgp,MolFormer,75.12396694214875,0.645086535830359,0.03215311202829567,19,19
pgp_broccatelli,Pgp,MolFormer,76.77685950413223,0.6485283653126774,0.030620150899344528,19,19
pgp_broccatelli,Pgp,MolFormer,78.4297520661157,0.6449740586896372,0.028162979617512587,19,19
pgp_broccatelli,Pgp,MolFormer,80.08264462809917,0.6455509248249619,0.03157354489886519,19,19
pgp_broccatelli,Pgp,MolFormer,81.73553719008264,0.6458306437341813,0.029403444513448895,19,19
pgp_broccatelli,Pgp,MolFormer,83.38842975206612,0.644904881498175,0.02662572874351165,19,19
pgp_broccatelli,Pgp,MolFormer,85.04132231404958,0.6441284104769348,0.02923471300027749,19,19
pgp_broccatelli,Pgp,MolFormer,86.69421487603306,0.6466996022276074,0.029571887581110748,19,19
pgp_broccatelli,Pgp,MolFormer,88.34710743801652,0.6451556818273816,0.028929256445396845,19,19
pgp_broccatelli,Pgp,MolFormer,90.0,0.6456994193065283,0.026760193511946823,19,19
pgp_broccatelli,Pgp,MolFormer,91.65289256198348,0.6439288296187851,0.027890348771198403,19,19
pgp_broccatelli,Pgp,MolFormer,93.30578512396694,0.6421007060282925,0.026937255064498487,19,19
pgp_broccatelli,Pgp,MolFormer,94.95867768595042,0.6464173657883023,0.026217369173124203,19,19
pgp_broccatelli,Pgp,MolFormer,96.61157024793388,0.640919629846418,0.033359926617926555,19,19
pgp_broccatelli,Pgp,MolFormer,98.26446280991736,0.639873045769059,0.034552367493935456,19,19
pgp_broccatelli,Pgp,MolFormer,99.58677685950413,0.6414821916617663,0.03141466497443596,19,19
