dataset,error,seed,metric_value,method,method_label,metric,dataset_label,smal_strategy,f_min_iter
CYP3A4_Veith,0,14,0.4169227733972199,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.3968636449205591,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4147108847248099,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4210633123435213,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.4428079323042537,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.4124022700659198,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.4312151458610906,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.4043542300371534,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.445921150481492,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4087804176388632,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.4431920520596462,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.4492853651744062,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.4503730373364982,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.3962650069523861,condensed_nearest_neighbour,CondensedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.483390365332028,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5060294097762581,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5192655445829225,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.4880995328001029,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4512758307714702,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4701865302968027,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5004940613071397,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.4909470609951527,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4635088654406158,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4664444839896652,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.4858661022707579,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.531391286003267,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5234099516635725,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.510787876416498,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5389695426687932,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4553154042559882,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5406044179782821,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.4979614926097263,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5451560325447709,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4410047481521804,diverse,Diverse,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.5183352209805726,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5055896595613003,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5415197057932838,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5140655843949915,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4753739517184384,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4836761588751116,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5055920137620439,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.5062662359303257,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4817242132045885,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4849552559408315,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.5095198762986982,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5308922608139062,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5355854154465204,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.5115442250540068,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5566846908610608,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4979980954749192,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5337537572101512,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.5081598600933152,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.558132109619248,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4816476848188529,diverse_balanced,Diverse Balanced,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.4907465881920493,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.4739720531719666,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.4804711830489383,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.507168003720236,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4506653390360133,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.46672066455784,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.4708770612318577,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.4681167405612125,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4771337937157291,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4665411765661537,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.4802632395531332,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.4694803571070694,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5029572292845894,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.4707142084168355,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5172944743910424,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4809529809066464,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.4826690103581065,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.4904395146137307,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.50409249388036,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4590713421509566,edited_nearest_neighbours,EditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.509519784393627,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5233757601210194,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.557115568843515,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5060967221964977,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4891699525372425,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4879388428621977,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5244968882609856,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.5176672091657312,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4785571974499596,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4708146330822075,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.512148401679156,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5423921539409343,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5554927773522292,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.5210893211825742,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5625907900200112,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4840831839074143,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5500714494189769,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.5009374969011833,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5707058958619698,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4739707145920091,full,Full Model,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.4877244515572443,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.4861982436852492,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5357733197972154,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.4610338271463885,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4509593957191191,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4470800553851041,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.4853475225019687,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.4775760784412913,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4520351614823132,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4720679425703115,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.4814885951901561,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5004219513537491,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.508941040446535,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.4876803541853993,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5410050889068504,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4436474840362382,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5099138587360806,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.4935154145425769,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5513915011757754,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.441593356945961,instance_hardness_threshold,InstanceHardness,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.4908625797320423,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5116228050519075,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5537297916875098,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.4684274859688929,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4754959771676315,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4573985306793252,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5155366166579712,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.5050910995804624,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.44779292804206,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4828202138386593,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.5000924048598101,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5412860769711039,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5443762953362186,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.5214647139043402,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5479714717180969,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4615942172005826,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.543979949249439,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.5009250650892626,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5715825876166776,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4383473087152963,near_miss,NearMiss,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.5094500311242885,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.4834698828355306,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5063372296741144,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5022610934361166,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4602967899472794,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4788684275329442,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.4837514036881161,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.4833900841719338,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4722688888211381,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4817234687732926,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.5021495087024154,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.4984745860576927,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.4911156718766861,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.480038707529278,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5275166716535543,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4807205567340682,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.4891833917348495,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.487102650397999,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5146774227001818,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4865727930877102,neighbourhood_cleaning_rule,NeighbourhoodCleaning,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.526382055336884,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5271822214496207,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5477046905783474,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5073795304294788,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4682918786043377,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.498814447946322,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5195207888114104,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.5174817774504628,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4783936498922196,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4947339587564366,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.5174916566089041,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5329064675522821,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5500617261146482,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.5151338330732621,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5460061245883726,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4794312215160228,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5341566954423419,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.5111139922415613,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5768771444384034,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4600770919777034,one_sided_selection,OneSidedSelection,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.5238751970036221,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5049368132633167,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5474311747264398,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5075307386807353,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4673988222550345,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4823261015826602,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5180509292524893,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.520136790442542,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4610137099866564,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4611378940979536,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.5081934246318914,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5257076298746853,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5339847159935193,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.5109827154701915,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5511186491050144,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4850878884140742,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5390770317311421,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.495726063506984,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5547137084390228,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.460334580624732,random,Random,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.5281485844576602,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5248497533974565,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5496269346661515,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5126709148803562,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4691388586903235,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4939218692800654,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5205342548360128,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.5127832853038538,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.480723514087321,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4898703462766738,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.5208630024243893,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5326523175022619,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5564180160233934,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.525209080287644,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5547319807080282,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4907611931312562,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.537380841601614,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.5001258009792378,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5599063494103266,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4689388342821088,random_over_sampler,RandomOverSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.5313619296836382,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.5233201519414248,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5399699785978248,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.5093353567597712,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4708472266890709,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4824240598254574,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.5203668001013936,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.5063392795338103,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4885219390544429,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4829004631353079,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.4950539642500395,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.5324830627521099,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5436424805128162,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.5225431255126051,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.568553638184334,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4942808521738894,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.5424001563677225,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.5009096607628583,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.5611783360967776,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4899097921489354,random_under_sampler,RandomUnderSampler,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.4819480592976688,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.4739720531719666,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.4804711830489383,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.4586042116335161,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4346022333684899,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4508695705907986,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.4708770612318577,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.4681167405612125,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4480885871262463,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,17,0.4584187940068249,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,18,0.4802632395531332,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,19,0.4694803571070694,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,2,0.5029572292845894,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,3,0.4707142084168355,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,4,0.5172944743910424,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,5,0.4682984023937128,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,6,0.4826690103581065,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,7,0.4904395146137307,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,8,0.50409249388036,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,9,0.4476891468136403,repeated_edited_nearest_neighbours,RepeatedEditedNN,mcc,CYP3A4,,
CYP3A4_Veith,0,0,0.4691219340850475,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,1,0.4658429474954994,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,10,0.5136265085853149,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,11,0.4454553327633717,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,12,0.4350793242618134,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,13,0.4586594678532166,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,14,0.4666289869782868,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,15,0.4657340024724193,smoten,SMOTEN,mcc,CYP3A4,,
CYP3A4_Veith,0,16,0.4370804693437601,smoten,SMOTEN,mcc,CYP3A4,,
