dataset,protocol,seed,value,metric
pgp_broccatelli,max_oob_error,5,38.291139240506325,imbalance
pgp_broccatelli,max_oob_error,6,42.721518987341774,imbalance
pgp_broccatelli,max_oob_error,7,45.56962025316456,imbalance
pgp_broccatelli,max_oob_error,8,45.25316455696203,imbalance
pgp_broccatelli,max_oob_error,9,42.721518987341774,imbalance
pgp_broccatelli,max_oob_error,10,44.936708860759495,imbalance
pgp_broccatelli,max_oob_error,11,40.189873417721515,imbalance
pgp_broccatelli,max_oob_error,12,39.24050632911392,imbalance
pgp_broccatelli,max_oob_error,13,44.620253164556964,imbalance
pgp_broccatelli,max_oob_error,14,44.620253164556964,imbalance
pgp_broccatelli,max_oob_error,15,43.35443037974683,imbalance
pgp_broccatelli,max_oob_error,16,39.55696202531646,imbalance
pgp_broccatelli,max_oob_error,17,45.88607594936709,imbalance
pgp_broccatelli,max_oob_error,18,43.67088607594937,imbalance
pgp_broccatelli,max_oob_error,19,42.721518987341774,imbalance
pgp_broccatelli,min_oob_uncertainty,0,44.303797468354425,imbalance
pgp_broccatelli,min_oob_uncertainty,1,44.303797468354425,imbalance
pgp_broccatelli,min_oob_uncertainty,2,43.037974683544306,imbalance
pgp_broccatelli,min_oob_uncertainty,3,48.10126582278481,imbalance
pgp_broccatelli,min_oob_uncertainty,4,46.20253164556962,imbalance
pgp_broccatelli,min_oob_uncertainty,5,41.139240506329116,imbalance
pgp_broccatelli,min_oob_uncertainty,6,44.303797468354425,imbalance
pgp_broccatelli,min_oob_uncertainty,7,45.88607594936709,imbalance
pgp_broccatelli,min_oob_uncertainty,8,44.303797468354425,imbalance
pgp_broccatelli,min_oob_uncertainty,9,43.67088607594937,imbalance
pgp_broccatelli,min_oob_uncertainty,10,45.56962025316456,imbalance
pgp_broccatelli,min_oob_uncertainty,11,42.08860759493671,imbalance
pgp_broccatelli,min_oob_uncertainty,12,41.139240506329116,imbalance
pgp_broccatelli,min_oob_uncertainty,13,43.9873417721519,imbalance
pgp_broccatelli,min_oob_uncertainty,14,45.56962025316456,imbalance
pgp_broccatelli,min_oob_uncertainty,15,44.936708860759495,imbalance
pgp_broccatelli,min_oob_uncertainty,16,41.45569620253164,imbalance
pgp_broccatelli,min_oob_uncertainty,17,45.25316455696203,imbalance
pgp_broccatelli,min_oob_uncertainty,18,44.620253164556964,imbalance
pgp_broccatelli,min_oob_uncertainty,19,44.936708860759495,imbalance
pgp_broccatelli,max_oob_uncertainty,0,43.67088607594937,imbalance
pgp_broccatelli,max_oob_uncertainty,1,45.88607594936709,imbalance
pgp_broccatelli,max_oob_uncertainty,2,45.25316455696203,imbalance
pgp_broccatelli,max_oob_uncertainty,3,49.050632911392405,imbalance
pgp_broccatelli,max_oob_uncertainty,4,46.20253164556962,imbalance
pgp_broccatelli,max_oob_uncertainty,5,41.45569620253164,imbalance
pgp_broccatelli,max_oob_uncertainty,6,44.620253164556964,imbalance
pgp_broccatelli,max_oob_uncertainty,7,45.25316455696203,imbalance
pgp_broccatelli,max_oob_uncertainty,8,45.56962025316456,imbalance
pgp_broccatelli,max_oob_uncertainty,9,43.67088607594937,imbalance
pgp_broccatelli,max_oob_uncertainty,10,46.20253164556962,imbalance
pgp_broccatelli,max_oob_uncertainty,11,42.08860759493671,imbalance
pgp_broccatelli,max_oob_uncertainty,12,42.405063291139236,imbalance
pgp_broccatelli,max_oob_uncertainty,13,45.56962025316456,imbalance
pgp_broccatelli,max_oob_uncertainty,14,46.51898734177215,imbalance
pgp_broccatelli,max_oob_uncertainty,15,45.25316455696203,imbalance
pgp_broccatelli,max_oob_uncertainty,16,42.405063291139236,imbalance
pgp_broccatelli,max_oob_uncertainty,17,47.78481012658228,imbalance
pgp_broccatelli,max_oob_uncertainty,18,45.56962025316456,imbalance
pgp_broccatelli,max_oob_uncertainty,19,44.936708860759495,imbalance
PAMPA_NCATS,al,0,87.31563421828909,imbalance
PAMPA_NCATS,al,1,86.3323500491642,imbalance
PAMPA_NCATS,al,2,87.11897738446412,imbalance
PAMPA_NCATS,al,3,84.85742379547689,imbalance
PAMPA_NCATS,al,4,84.46411012782694,imbalance
PAMPA_NCATS,al,5,87.80727630285152,imbalance
PAMPA_NCATS,al,6,84.75909537856441,imbalance
PAMPA_NCATS,al,7,84.46411012782694,imbalance
PAMPA_NCATS,al,8,84.56243854473942,imbalance
PAMPA_NCATS,al,9,85.84070796460178,imbalance
PAMPA_NCATS,al,10,85.34906588003933,imbalance
PAMPA_NCATS,al,11,86.62733529990167,imbalance
PAMPA_NCATS,al,12,85.34906588003933,imbalance
PAMPA_NCATS,al,13,86.62733529990167,imbalance
PAMPA_NCATS,al,14,86.4306784660767,imbalance
PAMPA_NCATS,al,15,85.54572271386431,imbalance
PAMPA_NCATS,al,16,85.25073746312685,imbalance
PAMPA_NCATS,al,17,84.46411012782694,imbalance
PAMPA_NCATS,al,18,84.16912487708947,imbalance
PAMPA_NCATS,al,19,85.54572271386431,imbalance
PAMPA_NCATS,pl,0,86.15751789976133,imbalance
PAMPA_NCATS,pl,1,86.63484486873509,imbalance
PAMPA_NCATS,pl,2,88.54415274463007,imbalance
PAMPA_NCATS,pl,3,84.48687350835323,imbalance
PAMPA_NCATS,pl,4,85.68019093078759,imbalance
PAMPA_NCATS,pl,5,87.3508353221957,imbalance
PAMPA_NCATS,pl,6,83.53221957040573,imbalance
PAMPA_NCATS,pl,7,83.29355608591885,imbalance
PAMPA_NCATS,pl,8,83.05489260143199,imbalance
PAMPA_NCATS,pl,9,86.63484486873509,imbalance
PAMPA_NCATS,pl,10,86.39618138424821,imbalance
PAMPA_NCATS,pl,11,87.11217183770883,imbalance
PAMPA_NCATS,pl,12,84.7255369928401,imbalance
PAMPA_NCATS,pl,13,85.68019093078759,imbalance
PAMPA_NCATS,pl,14,84.48687350835323,imbalance
PAMPA_NCATS,pl,15,88.3054892601432,imbalance
PAMPA_NCATS,pl,16,85.20286396181385,imbalance
PAMPA_NCATS,pl,17,84.96420047732697,imbalance
PAMPA_NCATS,pl,18,86.15751789976133,imbalance
PAMPA_NCATS,pl,19,86.15751789976133,imbalance
PAMPA_NCATS,random,0,80.66825775656325,imbalance
PAMPA_NCATS,random,1,81.14558472553699,imbalance
PAMPA_NCATS,random,2,82.57756563245823,imbalance
PAMPA_NCATS,random,3,77.08830548926015,imbalance
PAMPA_NCATS,random,4,73.0310262529833,imbalance
PAMPA_NCATS,random,5,78.52028639618138,imbalance
PAMPA_NCATS,random,6,76.6109785202864,imbalance
PAMPA_NCATS,random,7,77.08830548926015,imbalance
PAMPA_NCATS,random,8,75.89498806682577,imbalance
PAMPA_NCATS,random,9,77.80429594272077,imbalance
PAMPA_NCATS,random,10,78.28162291169451,imbalance
PAMPA_NCATS,random,11,77.80429594272077,imbalance
PAMPA_NCATS,random,12,77.32696897374701,imbalance
PAMPA_NCATS,random,13,80.42959427207637,imbalance
PAMPA_NCATS,random,14,80.42959427207637,imbalance
PAMPA_NCATS,random,15,77.56563245823389,imbalance
PAMPA_NCATS,random,16,73.50835322195705,imbalance
PAMPA_NCATS,random,17,77.08830548926015,imbalance
PAMPA_NCATS,random,18,74.94033412887828,imbalance
PAMPA_NCATS,random,19,79.23627684964201,imbalance
PAMPA_NCATS,first,0,80.66825775656325,imbalance
PAMPA_NCATS,first,1,79.95226730310262,imbalance
PAMPA_NCATS,first,2,81.14558472553699,imbalance
PAMPA_NCATS,first,3,73.74701670644392,imbalance
PAMPA_NCATS,first,4,72.55369928400954,imbalance
PAMPA_NCATS,first,5,78.75894988066825,imbalance
PAMPA_NCATS,first,6,76.6109785202864,imbalance
PAMPA_NCATS,first,7,76.6109785202864,imbalance
PAMPA_NCATS,first,8,77.56563245823389,imbalance
PAMPA_NCATS,first,9,77.08830548926015,imbalance
PAMPA_NCATS,first,10,76.37231503579952,imbalance
PAMPA_NCATS,first,11,79.23627684964201,imbalance
PAMPA_NCATS,first,12,76.84964200477327,imbalance
PAMPA_NCATS,first,13,78.75894988066825,imbalance
PAMPA_NCATS,first,14,77.56563245823389,imbalance
PAMPA_NCATS,first,15,75.17899761336515,imbalance
PAMPA_NCATS,first,16,74.46300715990454,imbalance
PAMPA_NCATS,first,17,74.22434367541766,imbalance
PAMPA_NCATS,first,18,73.74701670644392,imbalance
PAMPA_NCATS,first,19,78.52028639618138,imbalance
PAMPA_NCATS,min_oob_error,0,74.94033412887828,imbalance
PAMPA_NCATS,min_oob_error,1,73.74701670644392,imbalance
PAMPA_NCATS,min_oob_error,2,73.9856801909308,imbalance
PAMPA_NCATS,min_oob_error,3,70.64439140811456,imbalance
PAMPA_NCATS,min_oob_error,4,68.73508353221956,imbalance
PAMPA_NCATS,min_oob_error,5,75.17899761336515,imbalance
PAMPA_NCATS,min_oob_error,6,72.31503579952268,imbalance
PAMPA_NCATS,min_oob_error,7,71.59904534606206,imbalance
PAMPA_NCATS,min_oob_error,8,70.88305489260142,imbalance
PAMPA_NCATS,min_oob_error,9,72.55369928400954,imbalance
PAMPA_NCATS,min_oob_error,10,70.88305489260142,imbalance
PAMPA_NCATS,min_oob_error,11,73.0310262529833,imbalance
PAMPA_NCATS,min_oob_error,12,70.40572792362768,imbalance
PAMPA_NCATS,min_oob_error,13,73.26968973747017,imbalance
PAMPA_NCATS,min_oob_error,14,72.79236276849642,imbalance
PAMPA_NCATS,min_oob_error,15,71.59904534606206,imbalance
PAMPA_NCATS,min_oob_error,16,71.59904534606206,imbalance
PAMPA_NCATS,min_oob_error,17,68.73508353221956,imbalance
PAMPA_NCATS,min_oob_error,18,71.1217183770883,imbalance
PAMPA_NCATS,min_oob_error,19,72.79236276849642,imbalance
PAMPA_NCATS,max_oob_error,0,84.24821002386635,imbalance
PAMPA_NCATS,max_oob_error,1,89.02147971360382,imbalance
PAMPA_NCATS,max_oob_error,2,91.16945107398568,imbalance
PAMPA_NCATS,max_oob_error,3,88.3054892601432,imbalance
PAMPA_NCATS,max_oob_error,4,84.48687350835323,imbalance
PAMPA_NCATS,max_oob_error,5,90.45346062052506,imbalance
PAMPA_NCATS,max_oob_error,6,86.39618138424821,imbalance
PAMPA_NCATS,max_oob_error,7,85.91885441527445,imbalance
PAMPA_NCATS,max_oob_error,8,88.54415274463007,imbalance
PAMPA_NCATS,max_oob_error,9,88.3054892601432,imbalance
PAMPA_NCATS,max_oob_error,10,85.91885441527445,imbalance
PAMPA_NCATS,max_oob_error,11,86.87350835322196,imbalance
PAMPA_NCATS,max_oob_error,12,82.57756563245823,imbalance
PAMPA_NCATS,max_oob_error,13,89.26014319809069,imbalance
PAMPA_NCATS,max_oob_error,14,89.73747016706443,imbalance
PAMPA_NCATS,max_oob_error,15,86.15751789976133,imbalance
PAMPA_NCATS,max_oob_error,16,84.00954653937947,imbalance
PAMPA_NCATS,max_oob_error,17,86.39618138424821,imbalance
PAMPA_NCATS,max_oob_error,18,85.68019093078759,imbalance
PAMPA_NCATS,max_oob_error,19,90.69212410501193,imbalance
PAMPA_NCATS,min_oob_uncertainty,0,81.62291169451073,imbalance
PAMPA_NCATS,min_oob_uncertainty,1,80.1909307875895,imbalance
PAMPA_NCATS,min_oob_uncertainty,2,81.62291169451073,imbalance
PAMPA_NCATS,min_oob_uncertainty,3,75.65632458233891,imbalance
PAMPA_NCATS,min_oob_uncertainty,4,73.74701670644392,imbalance
PAMPA_NCATS,min_oob_uncertainty,5,81.38424821002387,imbalance
PAMPA_NCATS,min_oob_uncertainty,6,78.28162291169451,imbalance
PAMPA_NCATS,min_oob_uncertainty,7,76.13365155131265,imbalance
PAMPA_NCATS,min_oob_uncertainty,8,77.56563245823389,imbalance
PAMPA_NCATS,min_oob_uncertainty,9,77.56563245823389,imbalance
PAMPA_NCATS,min_oob_uncertainty,10,77.32696897374701,imbalance
PAMPA_NCATS,min_oob_uncertainty,11,78.52028639618138,imbalance
PAMPA_NCATS,min_oob_uncertainty,12,77.56563245823389,imbalance
PAMPA_NCATS,min_oob_uncertainty,13,80.90692124105013,imbalance
PAMPA_NCATS,min_oob_uncertainty,14,79.71360381861575,imbalance
PAMPA_NCATS,min_oob_uncertainty,15,77.08830548926015,imbalance
PAMPA_NCATS,min_oob_uncertainty,16,75.65632458233891,imbalance
PAMPA_NCATS,min_oob_uncertainty,17,77.80429594272077,imbalance
PAMPA_NCATS,min_oob_uncertainty,18,75.65632458233891,imbalance
PAMPA_NCATS,min_oob_uncertainty,19,78.99761336515513,imbalance
PAMPA_NCATS,max_oob_uncertainty,0,81.14558472553699,imbalance
PAMPA_NCATS,max_oob_uncertainty,1,79.95226730310262,imbalance
PAMPA_NCATS,max_oob_uncertainty,2,80.90692124105013,imbalance
PAMPA_NCATS,max_oob_uncertainty,3,76.13365155131265,imbalance
PAMPA_NCATS,max_oob_uncertainty,4,73.74701670644392,imbalance
PAMPA_NCATS,max_oob_uncertainty,5,78.75894988066825,imbalance
PAMPA_NCATS,max_oob_uncertainty,6,77.80429594272077,imbalance
PAMPA_NCATS,max_oob_uncertainty,7,78.52028639618138,imbalance
PAMPA_NCATS,max_oob_uncertainty,8,77.08830548926015,imbalance
PAMPA_NCATS,max_oob_uncertainty,9,76.37231503579952,imbalance
PAMPA_NCATS,max_oob_uncertainty,10,77.56563245823389,imbalance
PAMPA_NCATS,max_oob_uncertainty,11,78.28162291169451,imbalance
PAMPA_NCATS,max_oob_uncertainty,12,76.13365155131265,imbalance
PAMPA_NCATS,max_oob_uncertainty,13,80.1909307875895,imbalance
PAMPA_NCATS,max_oob_uncertainty,14,78.52028639618138,imbalance
PAMPA_NCATS,max_oob_uncertainty,15,78.04295942720763,imbalance
PAMPA_NCATS,max_oob_uncertainty,16,77.56563245823389,imbalance
PAMPA_NCATS,max_oob_uncertainty,17,76.37231503579952,imbalance
PAMPA_NCATS,max_oob_uncertainty,18,75.65632458233891,imbalance
PAMPA_NCATS,max_oob_uncertainty,19,80.90692124105013,imbalance
MDR1_MDCK_classification2,al,0,36.15870153291254,imbalance
MDR1_MDCK_classification2,al,1,35.888187556357074,imbalance
MDR1_MDCK_classification2,al,2,35.888187556357074,imbalance
MDR1_MDCK_classification2,al,3,33.543733092876465,imbalance
MDR1_MDCK_classification2,al,4,34.35527502254283,imbalance
MDR1_MDCK_classification2,al,5,34.62578899909829,imbalance
MDR1_MDCK_classification2,al,6,34.08476104598738,imbalance
MDR1_MDCK_classification2,al,7,35.166816952209196,imbalance
MDR1_MDCK_classification2,al,8,37.601442741208295,imbalance
MDR1_MDCK_classification2,al,9,35.25698827772768,imbalance
MDR1_MDCK_classification2,al,10,37.962128043282235,imbalance
MDR1_MDCK_classification2,al,11,35.07664562669071,imbalance
MDR1_MDCK_classification2,al,12,33.45356176735798,imbalance
MDR1_MDCK_classification2,al,13,35.79801623083859,imbalance
MDR1_MDCK_classification2,al,14,35.978358881875565,imbalance
MDR1_MDCK_classification2,al,15,34.98647430117223,imbalance
MDR1_MDCK_classification2,al,16,33.092876465284036,imbalance
MDR1_MDCK_classification2,al,17,32.7321911632101,imbalance
MDR1_MDCK_classification2,al,18,34.89630297565374,imbalance
MDR1_MDCK_classification2,al,19,37.150586113615866,imbalance
MDR1_MDCK_classification2,pl,0,35.095447870778266,imbalance
MDR1_MDCK_classification2,pl,1,35.97650513950074,imbalance
MDR1_MDCK_classification2,pl,2,37.44493392070485,imbalance
MDR1_MDCK_classification2,pl,3,32.59911894273127,imbalance
MDR1_MDCK_classification2,pl,4,34.2143906020558,imbalance
MDR1_MDCK_classification2,pl,5,36.41703377386197,imbalance
MDR1_MDCK_classification2,pl,6,34.36123348017621,imbalance
MDR1_MDCK_classification2,pl,7,35.68281938325991,imbalance
MDR1_MDCK_classification2,pl,8,36.71071953010279,imbalance
MDR1_MDCK_classification2,pl,9,36.41703377386197,imbalance
MDR1_MDCK_classification2,pl,10,38.47283406754772,imbalance
MDR1_MDCK_classification2,pl,11,33.186490455212926,imbalance
MDR1_MDCK_classification2,pl,12,33.92070484581498,imbalance
MDR1_MDCK_classification2,pl,13,35.389133627019085,imbalance
MDR1_MDCK_classification2,pl,14,35.97650513950074,imbalance
MDR1_MDCK_classification2,pl,15,32.8928046989721,imbalance
MDR1_MDCK_classification2,pl,16,33.480176211453745,imbalance
MDR1_MDCK_classification2,pl,17,31.130690161527163,imbalance
MDR1_MDCK_classification2,pl,18,34.06754772393539,imbalance
MDR1_MDCK_classification2,pl,19,37.29809104258444,imbalance
MDR1_MDCK_classification2,random,0,46.98972099853157,imbalance
MDR1_MDCK_classification2,random,1,46.1086637298091,imbalance
MDR1_MDCK_classification2,random,2,46.69603524229075,imbalance
MDR1_MDCK_classification2,random,3,46.40234948604993,imbalance
MDR1_MDCK_classification2,random,4,45.521292217327456,imbalance
MDR1_MDCK_classification2,random,5,45.66813509544787,imbalance
MDR1_MDCK_classification2,random,6,46.69603524229075,imbalance
MDR1_MDCK_classification2,random,7,46.98972099853157,imbalance
MDR1_MDCK_classification2,random,8,48.164464023494865,imbalance
MDR1_MDCK_classification2,random,9,47.72393538913363,imbalance
MDR1_MDCK_classification2,random,10,47.72393538913363,imbalance
MDR1_MDCK_classification2,random,11,46.69603524229075,imbalance
MDR1_MDCK_classification2,random,12,45.22760646108664,imbalance
MDR1_MDCK_classification2,random,13,47.28340675477239,imbalance
MDR1_MDCK_classification2,random,14,46.69603524229075,imbalance
MDR1_MDCK_classification2,random,15,47.57709251101321,imbalance
MDR1_MDCK_classification2,random,16,45.96182085168869,imbalance
MDR1_MDCK_classification2,random,17,45.22760646108664,imbalance
MDR1_MDCK_classification2,random,18,47.28340675477239,imbalance
MDR1_MDCK_classification2,random,19,47.28340675477239,imbalance
MDR1_MDCK_classification2,first,0,47.136563876651984,imbalance
MDR1_MDCK_classification2,first,1,46.1086637298091,imbalance
MDR1_MDCK_classification2,first,2,47.72393538913363,imbalance
MDR1_MDCK_classification2,first,3,46.25550660792951,imbalance
MDR1_MDCK_classification2,first,4,46.25550660792951,imbalance
MDR1_MDCK_classification2,first,5,46.54919236417034,imbalance
MDR1_MDCK_classification2,first,6,46.54919236417034,imbalance
MDR1_MDCK_classification2,first,7,47.72393538913363,imbalance
MDR1_MDCK_classification2,first,8,48.751835535976504,imbalance
MDR1_MDCK_classification2,first,9,46.84287812041116,imbalance
MDR1_MDCK_classification2,first,10,48.01762114537445,imbalance
MDR1_MDCK_classification2,first,11,47.72393538913363,imbalance
MDR1_MDCK_classification2,first,12,46.98972099853157,imbalance
MDR1_MDCK_classification2,first,13,46.98972099853157,imbalance
MDR1_MDCK_classification2,first,14,46.98972099853157,imbalance
MDR1_MDCK_classification2,first,15,47.28340675477239,imbalance
MDR1_MDCK_classification2,first,16,45.22760646108664,imbalance
MDR1_MDCK_classification2,first,17,45.22760646108664,imbalance
MDR1_MDCK_classification2,first,18,47.136563876651984,imbalance
MDR1_MDCK_classification2,first,19,47.43024963289281,imbalance
MDR1_MDCK_classification2,min_oob_error,0,48.164464023494865,imbalance
MDR1_MDCK_classification2,min_oob_error,1,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_error,2,48.01762114537445,imbalance
MDR1_MDCK_classification2,min_oob_error,3,47.28340675477239,imbalance
MDR1_MDCK_classification2,min_oob_error,4,47.28340675477239,imbalance
MDR1_MDCK_classification2,min_oob_error,5,48.01762114537445,imbalance
MDR1_MDCK_classification2,min_oob_error,6,47.28340675477239,imbalance
MDR1_MDCK_classification2,min_oob_error,7,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_error,8,48.01762114537445,imbalance
MDR1_MDCK_classification2,min_oob_error,9,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_error,10,48.164464023494865,imbalance
MDR1_MDCK_classification2,min_oob_error,11,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_error,12,47.136563876651984,imbalance
MDR1_MDCK_classification2,min_oob_error,13,47.87077826725404,imbalance
MDR1_MDCK_classification2,min_oob_error,14,48.01762114537445,imbalance
MDR1_MDCK_classification2,min_oob_error,15,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_error,16,47.136563876651984,imbalance
MDR1_MDCK_classification2,min_oob_error,17,46.25550660792951,imbalance
MDR1_MDCK_classification2,min_oob_error,18,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_error,19,48.31130690161527,imbalance
MDR1_MDCK_classification2,max_oob_error,0,42.437591776798826,imbalance
MDR1_MDCK_classification2,max_oob_error,1,40.38179148311307,imbalance
MDR1_MDCK_classification2,max_oob_error,2,40.822320117474305,imbalance
MDR1_MDCK_classification2,max_oob_error,3,39.20704845814978,imbalance
MDR1_MDCK_classification2,max_oob_error,4,39.794419970631424,imbalance
MDR1_MDCK_classification2,max_oob_error,5,39.647577092511014,imbalance
MDR1_MDCK_classification2,max_oob_error,6,38.76651982378855,imbalance
MDR1_MDCK_classification2,max_oob_error,7,40.822320117474305,imbalance
MDR1_MDCK_classification2,max_oob_error,8,43.17180616740088,imbalance
MDR1_MDCK_classification2,max_oob_error,9,42.731277533039645,imbalance
MDR1_MDCK_classification2,max_oob_error,10,41.55653450807636,imbalance
MDR1_MDCK_classification2,max_oob_error,11,40.23494860499266,imbalance
MDR1_MDCK_classification2,max_oob_error,12,40.38179148311307,imbalance
MDR1_MDCK_classification2,max_oob_error,13,41.262848751835534,imbalance
MDR1_MDCK_classification2,max_oob_error,14,41.116005873715125,imbalance
MDR1_MDCK_classification2,max_oob_error,15,41.55653450807636,imbalance
MDR1_MDCK_classification2,max_oob_error,16,39.647577092511014,imbalance
MDR1_MDCK_classification2,max_oob_error,17,39.06020558002937,imbalance
MDR1_MDCK_classification2,max_oob_error,18,43.02496328928047,imbalance
MDR1_MDCK_classification2,max_oob_error,19,42.143906020558006,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,0,48.164464023494865,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,1,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,2,47.136563876651984,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,3,46.69603524229075,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,4,45.81497797356828,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,5,46.40234948604993,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,6,46.54919236417034,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,7,46.54919236417034,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,8,47.87077826725404,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,9,47.43024963289281,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,10,47.87077826725404,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,11,47.136563876651984,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,12,45.96182085168869,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,13,47.43024963289281,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,14,47.72393538913363,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,15,47.28340675477239,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,16,45.96182085168869,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,17,44.93392070484582,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,18,48.164464023494865,imbalance
MDR1_MDCK_classification2,min_oob_uncertainty,19,47.72393538913363,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,0,48.458149779735685,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,1,47.136563876651984,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,2,47.136563876651984,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,3,44.7870778267254,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,4,45.521292217327456,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,5,45.37444933920705,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,6,44.640234948605,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,7,46.98972099853157,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,8,45.81497797356828,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,9,46.25550660792951,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,10,48.164464023494865,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,11,45.66813509544787,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,12,45.22760646108664,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,13,46.54919236417034,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,14,46.1086637298091,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,15,46.40234948604993,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,16,45.521292217327456,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,17,45.37444933920705,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,18,46.98972099853157,imbalance
MDR1_MDCK_classification2,max_oob_uncertainty,19,46.84287812041116,imbalance
ames,al,0,49.6564990381973,imbalance
ames,al,1,53.83347073371806,imbalance
ames,al,2,53.99835119538334,imbalance
ames,al,3,55.5097554273152,imbalance
ames,al,4,58.39516350645781,imbalance
ames,al,5,52.62434734817257,imbalance
ames,al,6,59.10964550700742,imbalance
ames,al,7,55.757076119813135,imbalance
ames,al,8,57.40588073646607,imbalance
ames,al,9,49.8213794998626,imbalance
ames,al,10,57.763121736740864,imbalance
ames,al,11,51.7724649629019,imbalance
ames,al,12,52.15718604012092,imbalance
ames,al,13,52.541907117339925,imbalance
ames,al,14,52.8441879637263,imbalance
ames,al,15,55.39983511953833,imbalance
ames,al,16,50.45342126957956,imbalance
ames,al,17,51.38774388568288,imbalance
ames,al,18,56.2242374278648,imbalance
ames,al,19,53.03654850233581,imbalance
ames,pl,0,49.74463738508682,imbalance
ames,pl,1,53.72829417773238,imbalance
ames,pl,2,53.96663261831801,imbalance
ames,pl,3,55.566905005107245,imbalance
ames,pl,4,57.81409601634321,imbalance
ames,pl,5,52.672795369424584,imbalance
ames,pl,6,59.07388491658154,imbalance
ames,pl,7,56.14572693224379,imbalance
ames,pl,8,57.30337078651685,imbalance
ames,pl,9,50.39155600953353,imbalance
ames,pl,10,57.67790262172284,imbalance
ames,pl,11,52.33231188287368,imbalance
ames,pl,12,52.2642151855635,imbalance
ames,pl,13,52.19611848825332,imbalance
ames,pl,14,53.592100783112016,imbalance
ames,pl,15,55.090228123935994,imbalance
ames,pl,16,50.80013619339462,imbalance
ames,pl,17,51.753489955737145,imbalance
ames,pl,18,56.14572693224379,imbalance
ames,pl,19,53.558052434456926,imbalance
ames,random,0,48.65509022812394,imbalance
ames,random,1,51.37895812053116,imbalance
ames,random,2,51.208716377255705,imbalance
ames,random,3,52.6046986721144,imbalance
ames,random,4,52.80898876404494,imbalance
ames,random,5,51.10657133129043,imbalance
ames,random,6,53.18352059925093,imbalance
ames,random,7,52.672795369424584,imbalance
ames,random,8,52.29826353421859,imbalance
ames,random,9,49.33605720122574,imbalance
ames,random,10,52.706843718079675,imbalance
ames,random,11,50.936329588014985,imbalance
ames,random,12,50.902281239359894,imbalance
ames,random,13,51.174668028600614,imbalance
ames,random,14,50.80013619339462,imbalance
ames,random,15,52.87708546135512,imbalance
ames,random,16,49.64249233912155,imbalance
ames,random,17,51.10657133129043,imbalance
ames,random,18,53.11542390194075,imbalance
ames,random,19,50.5277494041539,imbalance
ames,first,0,48.72318692543411,imbalance
ames,first,1,51.515151515151516,imbalance
ames,first,2,51.41300646918624,imbalance
ames,first,3,52.57065032345931,imbalance
ames,first,4,52.979230507320395,imbalance
ames,first,5,51.37895812053116,imbalance
ames,first,6,53.11542390194075,imbalance
ames,first,7,52.87708546135512,imbalance
ames,first,8,52.29826353421859,imbalance
ames,first,9,49.063670411985015,imbalance
ames,first,10,52.80898876404494,imbalance
ames,first,11,51.072522982635334,imbalance
