source,error_rate,dataset,dataset_label,strategy,strategy_label,delta_auc,p_value,n,sign_class
stratified_shuffle,20,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,0.03147368399839969,0.0758514404296875,20,0
stratified_shuffle,20,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,0.05820190087008399,0.0003948211669921875,20,1
stratified_shuffle,20,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,0.03597628470864116,0.012079238891601562,20,1
stratified_shuffle,20,CYP2D6_Veith,CYP2D6,random,Random,1.5959186691991096,1.9073486328125e-06,20,1
stratified_shuffle,20,CYP2D6_Veith,CYP2D6,first,First,1.786827861105388,1.9073486328125e-06,20,1
stratified_shuffle,20,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,2.1347288675036316,1.9073486328125e-06,20,1
stratified_shuffle,20,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,-2.737301504034897,1.9073486328125e-06,20,-1
stratified_shuffle,20,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,1.6628210387330031,1.9073486328125e-06,20,1
stratified_shuffle,20,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,1.73076261779497,1.9073486328125e-06,20,1
stratified_shuffle,30,pgp_broccatelli,Pgp,random,Random,0.4520670804978636,0.039989471435546875,20,1
stratified_shuffle,30,pgp_broccatelli,Pgp,first,First,0.21717420878303068,0.3299827575683594,20,0
stratified_shuffle,30,pgp_broccatelli,Pgp,min_oob_error,MinE,-0.12132749483767995,0.8123550415039062,20,0
stratified_shuffle,30,pgp_broccatelli,Pgp,max_oob_error,MaxE,0.9695045982859597,0.005580902099609375,20,1
stratified_shuffle,30,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,0.9273389207032068,0.0002613067626953125,20,1
stratified_shuffle,30,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,0.5183964623502323,0.017181396484375,20,1
stratified_shuffle,30,PAMPA_NCATS,PAMPA,random,Random,0.07849779410417018,0.0758514404296875,20,0
stratified_shuffle,30,PAMPA_NCATS,PAMPA,first,First,0.027807280618288643,0.2773551940917969,20,0
stratified_shuffle,30,PAMPA_NCATS,PAMPA,min_oob_error,MinE,0.06402756196480061,0.069580078125,20,0
stratified_shuffle,30,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,0.06306550125746133,0.6476554870605469,20,0
stratified_shuffle,30,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,0.07027958346010632,0.082550048828125,20,0
stratified_shuffle,30,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,0.1649881573781706,0.10539817810058594,20,0
stratified_shuffle,30,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,0.5552388030475534,3.62396240234375e-05,20,1
stratified_shuffle,30,MDR1_MDCK_classification2,MDR1-MDCK,first,First,0.3702739164653,0.000850677490234375,20,1
stratified_shuffle,30,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,0.7814412227300593,3.62396240234375e-05,20,1
stratified_shuffle,30,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,-1.1464508978891628,1.9073486328125e-06,20,-1
stratified_shuffle,30,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,0.3198582434342727,0.00485992431640625,20,1
stratified_shuffle,30,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,0.5477626887875449,2.6702880859375e-05,20,1
stratified_shuffle,30,ames,Ames,random,Random,0.11484394345865194,0.01531219482421875,20,1
stratified_shuffle,30,ames,Ames,first,First,0.1472732964499855,0.01531219482421875,20,1
stratified_shuffle,30,ames,Ames,min_oob_error,MinE,-0.016457078518723377,0.5958194732666016,20,0
stratified_shuffle,30,ames,Ames,max_oob_error,MaxE,0.31349848827288085,0.0005855560302734375,20,1
stratified_shuffle,30,ames,Ames,min_oob_uncertainty,MinU,0.3003191744661063,3.814697265625e-06,20,1
stratified_shuffle,30,ames,Ames,max_oob_uncertainty,MaxU,0.1095166320687209,0.058258056640625,20,0
stratified_shuffle,30,CYP3A4_Veith,CYP3A4,random,Random,0.030978213231380634,0.013616561889648438,20,1
stratified_shuffle,30,CYP3A4_Veith,CYP3A4,first,First,0.0375281114035559,0.017181396484375,20,1
stratified_shuffle,30,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,0.001532889678093241,0.9854354858398438,20,0
stratified_shuffle,30,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,0.07919033230076913,0.0001678466796875,20,1
stratified_shuffle,30,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,0.05563157844938686,0.001209259033203125,20,1
stratified_shuffle,30,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,0.03379358302406672,0.01531219482421875,20,1
stratified_shuffle,30,CYP2D6_Veith,CYP2D6,random,Random,1.5918193321096132,1.9073486328125e-06,20,1
stratified_shuffle,30,CYP2D6_Veith,CYP2D6,first,First,1.6508600867973058,1.9073486328125e-06,20,1
stratified_shuffle,30,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,1.647968525122101,8.20159912109375e-05,20,1
stratified_shuffle,30,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,-3.28543292044687,1.9073486328125e-06,20,-1
stratified_shuffle,30,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,1.3930275803982644,5.7220458984375e-06,20,1
stratified_shuffle,30,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,1.6524621017823165,3.814697265625e-06,20,1
stratified_shuffle,40,pgp_broccatelli,Pgp,random,Random,0.6814372021462376,3.62396240234375e-05,20,1
stratified_shuffle,40,pgp_broccatelli,Pgp,first,First,0.7317273218775849,0.0003948211669921875,20,1
stratified_shuffle,40,pgp_broccatelli,Pgp,min_oob_error,MinE,0.3721572283742766,0.058258056640625,20,0
stratified_shuffle,40,pgp_broccatelli,Pgp,max_oob_error,MaxE,1.325119921750249,1.9073486328125e-06,20,1
stratified_shuffle,40,pgp_broccatelli,Pgp,min_oob_uncertainty,MinU,1.038056092364986,1.9073486328125e-06,20,1
stratified_shuffle,40,pgp_broccatelli,Pgp,max_oob_uncertainty,MaxU,0.589925997306732,0.0042209625244140625,20,1
stratified_shuffle,40,PAMPA_NCATS,PAMPA,random,Random,0.3105401194656939,0.04844093322753906,20,1
stratified_shuffle,40,PAMPA_NCATS,PAMPA,first,First,0.244699902841189,0.17685317993164062,20,0
stratified_shuffle,40,PAMPA_NCATS,PAMPA,min_oob_error,MinE,0.23471908506248002,0.13272666931152344,20,0
stratified_shuffle,40,PAMPA_NCATS,PAMPA,max_oob_error,MaxE,0.40944451330572323,0.09730720520019531,20,0
stratified_shuffle,40,PAMPA_NCATS,PAMPA,min_oob_uncertainty,MinU,0.19021882028408937,0.3117942810058594,20,0
stratified_shuffle,40,PAMPA_NCATS,PAMPA,max_oob_uncertainty,MaxU,-0.03878311373960265,0.9854354858398438,20,0
stratified_shuffle,40,MDR1_MDCK_classification2,MDR1-MDCK,random,Random,0.2565485357205219,0.04405403137207031,20,1
stratified_shuffle,40,MDR1_MDCK_classification2,MDR1-MDCK,first,First,0.2874332297037004,0.13272666931152344,20,0
stratified_shuffle,40,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_error,MinE,0.6719843172849036,0.0031528472900390625,20,1
stratified_shuffle,40,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_error,MaxE,-2.658106105130521,1.9073486328125e-06,20,-1
stratified_shuffle,40,MDR1_MDCK_classification2,MDR1-MDCK,min_oob_uncertainty,MinU,0.00043323971396489467,0.956329345703125,20,0
stratified_shuffle,40,MDR1_MDCK_classification2,MDR1-MDCK,max_oob_uncertainty,MaxU,0.2547221951140196,0.06372261047363281,20,0
stratified_shuffle,40,ames,Ames,random,Random,0.15876489700274393,0.03276824951171875,20,1
stratified_shuffle,40,ames,Ames,first,First,0.1814111424833708,0.023950576782226562,20,1
stratified_shuffle,40,ames,Ames,min_oob_error,MinE,-0.04724026714551712,0.36827659606933594,20,0
stratified_shuffle,40,ames,Ames,max_oob_error,MaxE,0.48424912639638257,1.9073486328125e-06,20,1
stratified_shuffle,40,ames,Ames,min_oob_uncertainty,MinU,0.2688945801450163,1.9073486328125e-06,20,1
stratified_shuffle,40,ames,Ames,max_oob_uncertainty,MaxU,0.09544350603700931,0.26109886169433594,20,0
stratified_shuffle,40,CYP3A4_Veith,CYP3A4,random,Random,0.014658896969501711,0.40909767150878906,20,0
stratified_shuffle,40,CYP3A4_Veith,CYP3A4,first,First,0.026011271928133795,0.1893482208251953,20,0
stratified_shuffle,40,CYP3A4_Veith,CYP3A4,min_oob_error,MinE,-0.1659988836457032,3.62396240234375e-05,20,-1
stratified_shuffle,40,CYP3A4_Veith,CYP3A4,max_oob_error,MaxE,0.17534814742448573,0.000133514404296875,20,1
stratified_shuffle,40,CYP3A4_Veith,CYP3A4,min_oob_uncertainty,MinU,0.06925365373666921,0.0072956085205078125,20,1
stratified_shuffle,40,CYP3A4_Veith,CYP3A4,max_oob_uncertainty,MaxU,0.013722258085971361,0.5458755493164062,20,0
stratified_shuffle,40,CYP2D6_Veith,CYP2D6,random,Random,0.5768037907200494,3.814697265625e-06,20,1
stratified_shuffle,40,CYP2D6_Veith,CYP2D6,first,First,0.6921450352313926,2.6702880859375e-05,20,1
stratified_shuffle,40,CYP2D6_Veith,CYP2D6,min_oob_error,MinE,1.5081258254339165,1.9073486328125e-06,20,1
stratified_shuffle,40,CYP2D6_Veith,CYP2D6,max_oob_error,MaxE,-1.5241130925567765,1.9073486328125e-06,20,-1
stratified_shuffle,40,CYP2D6_Veith,CYP2D6,min_oob_uncertainty,MinU,0.5626270075389733,9.5367431640625e-06,20,1
stratified_shuffle,40,CYP2D6_Veith,CYP2D6,max_oob_uncertainty,MaxU,0.5036732468290873,0.0010166168212890625,20,1
