dataset,error,metric,smal_strategy,sampler,sampler_label,n_seeds,smal_metric_mean,smal_metric_std,static_metric_mean,static_metric_std,smal_minus_static_metric_mean,smal_minus_static_metric_median,smal_win_rate,wilcoxon_greater_p
ames,0,mcc,max_oob_error,tomek_links,TomekLinks,20,0.45197126434191814,0.05205911718015198,0.44915895648139914,0.0551890551910563,0.002812307860519067,0.0001524932780764543,0.5,0.35059070587158203
pgp_broccatelli,0,mcc,max_oob_error,all_knn,AllKNN,20,0.6687366316895776,0.04933283177206534,0.6208812853230014,0.04552249056318872,0.04785534636657614,0.05442144766190998,0.85,3.147125244140625e-05
pgp_broccatelli,0,mcc,max_oob_error,balanced,Balanced,20,0.6687366316895776,0.04933283177206534,0.6181073878947796,0.039687070520857584,0.05062924379479796,0.055099220165738594,0.9,9.5367431640625e-06
pgp_broccatelli,0,mcc,max_oob_error,balanced_diverse,Balanced Diverse,20,0.6687366316895776,0.04933283177206534,0.6243987016004688,0.040499368008242706,0.04433793008910872,0.0469975433586427,0.95,6.67572021484375e-05
pgp_broccatelli,0,mcc,max_oob_error,condensed_nearest_neighbour,CondensedNN,20,0.6687366316895776,0.04933283177206534,0.5356512714027313,0.068372303405903,0.1330853602868464,0.1197075086223659,1.0,9.5367431640625e-07
pgp_broccatelli,0,mcc,max_oob_error,diverse,Diverse,20,0.6687366316895776,0.04933283177206534,0.6219698808020429,0.05203801535514908,0.04676675088753482,0.0396496180679462,0.9,4.76837158203125e-06
pgp_broccatelli,0,mcc,max_oob_error,diverse_balanced,Diverse Balanced,20,0.6687366316895776,0.04933283177206534,0.6239636829460953,0.05361800260401403,0.04477294874348228,0.04406159380718966,0.8,0.00016117095947265625
pgp_broccatelli,0,mcc,max_oob_error,edited_nearest_neighbours,EditedNN,20,0.6687366316895776,0.04933283177206534,0.6099172184815415,0.0542468496065563,0.05881941320803612,0.05470789478961374,0.9,9.5367431640625e-06
pgp_broccatelli,0,mcc,max_oob_error,full,Full Model,20,0.6687366316895776,0.04933283177206534,0.6476295454823873,0.04371785077804181,0.02110708620719043,0.02201080222315538,0.75,0.0015764236450195312
pgp_broccatelli,0,mcc,max_oob_error,instance_hardness_threshold,InstanceHardness,20,0.6687366316895776,0.04933283177206534,0.6227540457416395,0.04549693534609503,0.04598258594793807,0.04100257844406541,0.9,3.147125244140625e-05
pgp_broccatelli,0,mcc,max_oob_error,near_miss,NearMiss,20,0.6687366316895776,0.04933283177206534,0.6403877599482528,0.03851801903640081,0.028348871741324704,0.03458221431673941,0.75,0.0007162094116210938
pgp_broccatelli,0,mcc,max_oob_error,neighbourhood_cleaning_rule,NeighbourhoodCleaning,20,0.6687366316895776,0.04933283177206534,0.6199344026305147,0.04524324525297891,0.048802229059063035,0.05533687880382138,0.85,4.100799560546875e-05
pgp_broccatelli,0,mcc,max_oob_error,one_sided_selection,OneSidedSelection,20,0.6687366316895776,0.04933283177206534,0.634835300480497,0.053168587726725836,0.033901331209080704,0.03438628471254457,0.85,0.00019741058349609375
pgp_broccatelli,0,mcc,max_oob_error,random,Random,20,0.6687366316895776,0.04933283177206534,0.6187532073350098,0.04360508621327152,0.049983424354567804,0.04086309734720778,0.9,4.76837158203125e-06
pgp_broccatelli,0,mcc,max_oob_error,random_over_sampler,RandomOverSampler,20,0.6687366316895776,0.04933283177206534,0.6459197483191993,0.04378727973185095,0.022816883370378238,0.019724489416383273,0.85,0.00024127960205078125
pgp_broccatelli,0,mcc,max_oob_error,random_under_sampler,RandomUnderSampler,20,0.6687366316895776,0.04933283177206534,0.642565779467862,0.05557893221898731,0.026170852221715606,0.03247642009628493,0.7,0.0011625289916992188
pgp_broccatelli,0,mcc,max_oob_error,repeated_edited_nearest_neighbours,RepeatedEditedNN,20,0.6687366316895776,0.04933283177206534,0.6072558887362061,0.05140492144185004,0.06148074295337143,0.05470789478961374,0.95,2.86102294921875e-06
pgp_broccatelli,0,mcc,max_oob_error,smoten,SMOTEN,20,0.6687366316895776,0.04933283177206534,0.6507170576643808,0.04574473586292124,0.018019574025196734,0.024800824636932728,0.7,0.001827239990234375
pgp_broccatelli,0,mcc,max_oob_error,tomek_links,TomekLinks,20,0.6687366316895776,0.04933283177206534,0.6398291607906966,0.03845895327732236,0.02890747089888105,0.0253321422754047,0.85,0.00016117095947265625
